27	86	11	26	70	35	55
63	58	89	57	28	11	71
18	98	87	14	84	38	83
84	80	17	70	11	24	80
55	59	32	97	64	19	39
2	83	51	35	11	4	82
15	78	28	10	15	91	5
23	62	10	35	95	94	99
49	51	47	52	26	38	6
89	69	64	39	26	25	37
6	32	6	89	28	87	95
57	61	77	23	60	2	89
14	41	73	90	2	63	97
19	61	3	23	94	30	87
52	28	29	94	25	90	18
59	66	47	62	13	43	45
43	4	65	29	59	66	100
34	86	57	37	75	97	61
37	85	48	21	92	34	97
99	84	100	55	75	53	49
46	4	33	6	67	61	28
99	80	62	72	37	83	93
99	11	24	88	2	62	43
89	69	65	50	97	52	4
2	74	9	96	25	48	79
49	62	24	6	67	91	67
8	91	28	18	94	52	65
14	32	32	83	74	81	15
69	91	27	66	42	75	35
27	63	48	25	29	43	66
1	28	70	62	51	87	77
92	95	94	77	20	23	40
28	19	55	63	48	26	12
18	4	27	89	79	55	38
36	56	11	76	77	61	60
14	75	59	99	99	57	25
16	74	17	96	39	90	5
78	23	67	64	25	38	61
75	39	82	92	57	15	8
95	81	25	87	52	87	88
22	67	35	4	32	70	49
65	46	54	100	45	30	25
11	62	53	11	83	98	85
48	12	58	11	50	45	97
71	38	13	44	80	14	53
53	21	31	57	25	94	13
6	24	54	42	100	11	21
59	54	63	77	85	74	55
7	56	38	77	92	82	82
47	13	39	63	5	45	30
39	61	23	26	46	64	20
89	3	92	69	37	61	55
70	65	38	47	74	21	64
18	99	10	49	14	89	68
37	53	50	29	30	47	40
71	47	43	59	4	97	95
10	38	6	50	11	41	74
15	20	76	95	26	98	12
75	80	66	83	25	68	13
83	89	46	70	19	83	20
56	53	87	40	33	95	95
28	18	83	59	100	74	61
3	50	30	35	22	70	28
44	17	29	3	39	78	55
64	59	51	40	88	28	75
7	35	96	3	95	95	67
54	40	52	7	16	54	78
40	10	65	58	49	43	17
26	75	68	8	73	78	8
1	48	92	94	39	47	29
95	35	11	42	13	55	85
66	5	83	9	43	98	18
89	9	6	24	49	52	91
66	89	94	41	73	31	70
25	35	16	73	77	8	69
97	19	79	81	79	17	57
44	80	23	42	70	3	50
19	65	87	26	70	31	16
100	6	99	28	60	47	58
65	87	4	67	15	19	39
