1913	7941	6739	3792
2521	7942	5434	1649
7740	7943	3867	5575
3388	7944	5704	8764
1836	7945	7186	5162
9669	7946	1455	8782
1256	7947	8068	2640
5152	7948	2651	4079
3922	7949	9962	3849
7796	7950	9300	8408
3240	7951	6746	3125
9790	7952	8208	6035
6690	7953	4295	8648
9641	7954	8706	2129
6520	7955	5599	3721
7770	7956	1267	1498
8085	7957	8499	1705
2355	7958	8292	7706
8533	7959	2167	7563
2332	7960	7838	1447
2409	7961	7215	9651
3442	7962	9005	2759
7713	7963	3108	4252
7770	7964	3958	3761
8086	7965	4476	4135
5650	7966	6066	5944
4061	7967	6454	8553
5692	7968	5371	9067
9683	7969	3272	1972
2084	7970	9383	1354
6491	7971	6170	3663
7781	7972	1968	1756
9592	7973	1526	8728
7329	7974	9714	4613
9489	7975	7097	3087
1805	7976	4626	9205
4092	7977	6491	3795
1856	7978	2205	3107
5012	7979	4595	8171
8648	7980	8113	8133
7077	7981	3114	4419
8115	7982	3659	1144
5342	7983	4708	1062
1117	7984	5870	8961
6637	7985	7964	1340
3725	7986	7210	9452
1508	7987	6455	2776
4107	7988	5632	6240
6282	7989	4341	5525
7990	7990	5922	5294
6811	7991	7148	8529
1687	7992	3146	1259
9131	7993	7562	2486
3269	7994	2409	1348
5294	7995	9312	6189
5084	7996	1534	1053
2577	7997	2113	1836
5511	7998	2319	9980
5311	7999	6583	7789
4142	8000	5119	7299
8558	8001	2533	5299
1663	8002	2258	7129
4238	8003	5098	9791
7400	8004	1000	1232
5159	8005	5974	3821
7448	8006	7737	2994
9276	8007	9377	4089
9993	8008	5609	9287
3721	8009	9322	1306
5096	8010	2276	4713
5555	8011	3277	2783
9140	8012	2537	2229
9256	8013	3485	6592
8560	8014	6387	4903
4566	8015	9904	8015
4797	8016	3651	8795
9439	8017	4017	7130
7803	8018	8393	8622
3038	8019	1744	6507
9700	8020	6516	9282
5781	8021	8467	3219
6193	8022	5237	3926
3340	8023	7994	9813
4297	8024	1625	1694
1414	8025	3601	9318
3468	8026	3996	3915
8698	8027	5930	8676
9567	8028	7719	1437
9136	8029	6520	3173
5699	8030	3356	1856
9248	8031	7934	7549
7099	8032	6957	4376
7017	8033	9209	5464
7389	8034	3884	9056
1619	8035	1106	6303
4760	8036	5583	3178
8795	8037	8058	4974
9183	8038	9640	1326
9291	8039	4122	5980
8040	8040	8040	2855
5521	8041	5308	1951
5965	8042	6034	6588
4273	8043	2879	3103
7503	8044	3867	9147
4900	8045	3674	7195
9517	8046	2550	1833
4848	8047	8281	1773
7344	8048	5664	6253
4465	8049	5693	3967
1025	8050	9088	7169
3642	8051	2697	3976
2350	8052	3300	5575
4404	8053	4924	4969
9987	8054	2239	7294
4587	8055	2707	5682
4532	8056	4913	7733
5711	8057	7768	6436
7312	8058	8162	9172
4550	8059	5200	9685
3938	8060	9285	9909
7091	8061	8578	3585
5275	8062	9045	2522
4576	8063	3556	7391
6885	8064	2859	8178
3535	8065	4930	2532
1974	8066	2433	7406
8317	8067	7048	4024
1952	8068	9267	2071
8669	8069	9623	4486
6105	8070	4527	8666
7912	8071	2264	7314
1897	8072	6044	3255
5896	8073	3129	7659
1676	8074	6454	4353
5558	8075	4611	2977
1868	8076	4839	5583
9122	8077	9448	2368
8271	8078	1225	5707
4020	8079	3271	4501
8139	8080	4684	4185
9763	8081	3147	7673
4587	8082	2594	2759
