573	991	213	105	683	881	228
494	486	100	983	857	612	960
209	180	110	135	973	850	239
93	419	89	851	399	914	692
567	24	926	946	845	603	597
549	299	633	80	2	567	428
673	868	729	1	72	794	109
332	980	524	598	143	180	741
735	858	721	833	45	717	697
164	297	853	994	964	497	911
421	882	869	606	230	992	798
794	503	965	777	75	216	868
476	51	44	34	192	337	342
705	275	711	160	718	246	494
528	616	14	747	497	849	917
782	599	791	447	99	836	712
732	890	814	98	991	630	428
477	29	754	144	980	855	625
46	925	593	172	868	626	364
225	596	184	23	484	114	549
348	835	974	100	920	388	587
258	883	958	831	947	772	460
847	665	452	921	775	845	683
622	889	785	487	307	571	74
770	996	249	231	787	152	556
275	684	716	173	582	367	485
686	472	892	186	764	45	689
344	98	493	849	909	813	161
615	593	77	719	483	517	871
539	754	647	759	776	998	294
600	29	428	868	692	880	687
443	632	293	831	350	85	127
522	936	112	223	765	988	416
742	159	365	425	570	731	74
804	670	629	11	780	514	299
233	503	955	174	672	22	333
555	469	320	865	883	543	931
477	904	299	234	83	555	176
730	139	546	651	3	189	830
682	424	533	392	606	437	58
42	175	370	458	549	831	888
276	825	313	975	410	495	120
61	352	342	286	8	752	89
988	788	264	358	75	847	337
20	709	607	661	258	253	463
158	254	161	165	378	261	450
87	755	662	790	78	55	77
355	762	557	981	793	475	120
384	120	36	96	107	584	392
482	738	840	27	553	785	802
41	127	765	435	138	929	455
862	185	433	622	206	672	264
333	313	764	857	63	879	525
274	701	794	469	340	258	37
485	637	314	684	37	182	9
930	425	373	963	922	813	697
562	632	78	300	871	852	287
668	152	288	298	764	6	672
800	567	930	872	933	65	409
921	280	712	709	167	464	407
839	433	167	953	86	559	114
694	284	237	512	462	550	889
25	34	387	754	639	945	380
439	495	961	531	185	279	23
746	984	891	304	474	979	749
569	799	761	390	232	616	24
566	823	361	946	52	877	948
795	320	816	360	506	236	349
156	181	243	377	390	415	582
669	220	713	450	228	446	969
422	986	142	146	578	814	893
324	417	902	936	444	250	146
42	1	326	674	32	322	248
736	799	595	803	341	113	854
706	708	960	987	436	904	573
177	794	269	849	781	494	182
4	324	352	118	845	252	874
111	115	383	564	719	782	916
658	646	527	662	363	293	168
961	263	358	266	535	527	89
427	373	211	18	133	91	777
714	63	74	213	919	570	648
292	637	197	29	955	996	265
818	108	523	108	116	917	883
934	150	984	35	454	464	979
691	588	292	645	607	909	671
160	602	444	41	302	405	359
359	772	360	875	785	531	764
405	484	634	39	988	16	89
217	579	479	81	109	876	331
209	272	384	549	575	816	914
783	898	350	863	231	358	37
660	787	360	341	235	938	644
61	991	560	672	230	312	348
123	175	395	941	109	655	654
815	156	145	853	441	832	252
304	340	397	721	770	849	930
499	703	603	872	784	68	331
491	924	582	976	178	245	788
161	132	506	329	509	572	214
864	751	658	616	141	919	660
782	245	169	897	497	995	191
63	178	394	499	822	409	360
346	248	475	285	991	977	205
610	445	343	668	767	383	645
481	922	600	185	420	38	680
799	240	963	830	273	848	935
469	108	118	523	604	124	643
164	166	710	831	477	593	277
231	390	862	85	232	190	20
669	119	163	280	686	702	280
666	167	161	78	564	968	290
230	964	753	565	134	866	852
77	836	468	153	795	159	920
527	821	827	357	580	911	347
613	961	439	645	240	365	77
229	315	881	484	75	308	526
35	93	801	351	175	29	646
564	873	369	280	492	770	322
6	179	286	520	38	433	312
52	897	536	345	401	808	459
854	349	866	636	645	386	457
352	843	186	253	208	299	544
333	588	715	348	973	655	467
478	99	986	917	268	261	925
419	434	892	189	755	141	168
305	486	592	863	622	884	627
690	759	660	741	50	307	370
423	447	620	94	492	519	39
568	238	771	13	793	193	865
439	750	535	289	888	407	717
658	925	963	826	863	952	954
438	469	436	417	701	474	769
644	860	217	923	111	397	983
177	965	405	517	475	728	193
132	976	339	429	603	603	385
173	808	7	999	824	993	676
394	650	72	316	484	18	121
537	958	414	623	167	167	839
252	252	238	138	519	606	951
550	777	452	658	888	422	796
71	545	911	761	729	655	13
715	712	633	728	44	286	486
499	258	343	574	3	519	598
138	289	488	389	126	397	601
13	364	920	880	927	564	666
451	436	678	674	492	81	782
478	504	697	351	19	563	80
15	686	528	407	84	598	421
754	685	488	600	529	960	338
603	736	900	650	907	964	694
333	819	992	484	156	465	843
751	396	532	111	973	499	655
898	417	128	113	626	112	657
731	225	549	392	470	951	630
352	217	585	164	183	266	96
588	603	154	188	469	387	416
147	170	287	825	863	663	272
187	90	818	346	342	668	484
454	929	258	850	218	833	465
884	838	367	310	721	493	157
792	423	371	746	690	507	180
924	80	403	707	412	907	220
175	9	323	341	918	838	832
105	905	296	198	747	797	942
753	670	225	855	916	413	102
420	385	295	576	534	739	913
808	504	29	197	36	702	692
12	251	535	684	284	66	355
844	516	998	159	572	333	395
493	644	362	145	29	619	106
891	378	641	187	25	983	587
601	996	697	954	13	575	93
659	593	491	82	169	492	368
12	94	882	753	886	356	227
190	312	136	55	744	347	164
19	701	548	305	656	386	149
674	84	339	917	969	308	209
699	167	660	686	871	60	431
528	329	583	768	188	926	120
861	963	996	197	241	802	69
735	354	607	197	132	415	105
494	775	12	6	432	819	455
150	282	248	988	931	885	79
727	881	181	15	251	13	639
552	250	596	819	821	908	863
966	193	101	331	302	30	154
29	237	58	382	171	716	906
521	848	663	497	580	253	295
563	145	407	998	673	405	716
337	297	527	331	200	563	402
45	403	287	361	817	915	841
196	519	844	152	243	859	31
45	66	176	372	579	760	878
207	679	837	592	328	566	87
