-775	-402	-402	-402	-402	707	329
-661	611	611	611	611	-608	131
-932	292	292	292	292	-131	540
-68	955	955	955	955	464	304
-555	288	288	288	288	72	-308
982	484	484	484	484	899	-998
-644	-586	-586	-586	-586	346	975
-444	877	877	877	877	728	-617
829	-946	-946	-946	-946	-372	49
-135	-543	-543	-543	-543	349	-285
-134	-100	-100	-100	-100	-100	77
-287	-287	-287	-287	720	-271	530
-503	-503	-503	-503	160	943	481
-33	-33	-33	-33	-775	-464	597
799	799	799	799	989	-187	885
-460	-460	-460	-460	883	464	747
-43	-43	-43	-43	-750	-282	-136
-741	-741	-741	-741	608	608	-601
521	521	521	521	869	-549	629
237	237	237	237	-593	-593	-638
-956	-956	-956	-956	-982	-398	-699
355	355	355	355	-133	-133	-133
-343	46	-588	-969	478	-999	-628
133	-268	-247	30	30	-637	781
-749	742	541	63	-512	-565	-524
-937	-937	-937	-937	296	676	629
458	458	458	458	88	-930	88
-940	-940	-940	-940	310	-566	310
-939	-939	-939	-939	-429	-223	-17
972	972	972	972	-737	921	-999
-171	-171	-171	-171	-74	-203	622
-216	-216	-216	-216	629	629	-532
998	998	998	998	-708	536	229
-264	-264	-264	-264	-584	-584	712
-265	-265	-265	-265	713	-630	-759
-280	-280	-280	-280	-477	450	-714
337	337	337	337	621	-884	-107
760	760	760	760	-953	-378	-180
747	-785	-785	-45	101	-45	101
-124	-44	899	793	6	-178	-642
670	330	638	-68	394	730	730
-227	-132	-309	-132	597	264	-652
569	-985	631	227	917	523	-334
603	831	864	345	831	864	345
-557	108	595	-812	692	595	-843
213	89	514	101	236	557	-928
565	890	466	421	844	-333	-704
-339	803	-114	387	100	414	-783
467	5	5	-338	804	804	-338
-209	703	-863	-863	-98	-863	861
281	-20	617	61	-701	-13	-248
-808	-953	582	417	-344	-170	582
76	790	-432	808	-524	24	803
231	659	-842	-202	-538	503	-519
716	605	790	816	385	807	197
-324	-813	813	-851	230	-269	-269
-299	270	-127	316	119	-872	-884
336	204	339	-40	-94	434	672
85	560	-485	779	140	-784	-809
355	141	-668	166	-327	-941	-570
811	713	-502	-593	465	795	-332
-739	913	744	744	744	744	454
-355	739	341	341	341	341	504
-826	250	250	250	250	250	250
534	634	634	634	634	634	634
103	722	866	866	866	866	722
135	48	768	768	768	768	-65
236	-436	-436	-436	-436	-436	-517
947	959	-642	-642	-642	-642	-642
-951	877	-246	-246	-246	-246	-633
-569	679	815	815	815	815	718
795	-816	661	661	661	661	-816
-179	299	407	407	407	407	97
-207	-716	-716	-716	-716	-716	-84
-213	-21	406	406	406	406	319
-838	-139	-605	-605	-605	-605	-605
-470	-397	-397	-397	-397	-397	-611
-59	563	-534	-458	-888	-886	22
-266	-137	-137	321	-191	-147	-137
-503	154	154	-28	-307	-28	-28
231	278	-40	-40	278	-625	-797
113	939	939	939	939	425	525
311	606	606	606	606	847	-494
-779	603	603	603	603	-164	-164
-890	490	490	490	490	-814	-180
-421	-686	-686	-686	-686	329	531
913	998	998	998	998	488	-562
102	507	507	507	507	-750	-927
546	782	782	782	782	-92	-214
-312	265	265	265	265	-656	-694
-319	-726	-726	-726	-726	-24	-24
