63	73	41	41	45	46	101
72	65	23	36	27	58	119
61	54	52	51	20	45	102
47	35	87	42	44	20	74
41	41	19	80	27	18	58
21	44	32	44	55	47	71
23	45	50	71	23	61	114
52	43	50	82	88	30	61
89	81	60	90	37	89	143
79	22	50	78	32	74	109
89	23	41	71	55	61	81
33	71	67	28	31	88	107
49	47	41	75	65	88	113
57	46	22	42	51	87	153
83	102	127	149	172	198	240
35	64	57	65	80	18	41
30	54	18	27	54	59	92
85	109	137	155	181	204	231
82	105	135	165	194	221	284
78	80	75	88	22	18	60
60	48	30	82	60	76	127
65	84	53	65	55	84	144
52	79	106	132	161	179	217
87	66	44	88	84	24	69
21	65	44	87	88	69	105
58	46	29	83	84	77	143
27	89	66	89	90	58	94
48	71	92	116	138	156	223
86	89	49	27	87	77	108
59	79	101	119	138	158	199
89	45	35	72	55	22	76
33	24	83	64	59	39	60
34	41	23	30	89	68	95
84	114	138	164	190	212	262
28	73	39	77	78	87	154
53	76	100	120	150	171	231
58	65	30	30	75	25	73
85	50	64	30	56	76	131
25	68	74	19	68	58	88
23	84	81	83	44	23	65
79	69	29	86	85	52	118
55	64	90	38	61	66	123
77	47	29	31	71	43	79
87	71	61	65	67	88	112
58	84	102	130	154	173	203
26	36	84	20	65	45	63
54	39	71	66	68	52	85
66	96	116	142	164	186	207
36	18	31	69	31	89	128
30	81	76	53	18	79	147
32	61	90	47	54	78	131
85	55	51	53	88	72	114
87	23	41	46	85	56	125
84	87	59	52	23	20	52
58	33	31	85	48	86	119
41	69	76	49	27	73	139
65	21	59	69	90	41	111
70	22	27	32	18	41	63
20	50	89	72	57	90	138
54	32	57	52	25	89	136
74	59	22	84	24	44	66
71	40	44	83	32	70	137
81	56	69	18	30	27	63
85	87	21	47	49	72	132
73	29	66	36	84	46	67
70	93	120	144	174	199	235
27	50	34	62	46	18	37
74	94	114	140	161	190	213
69	42	77	54	72	30	70
55	79	99	126	153	179	211
33	61	88	77	65	64	117
19	24	71	74	80	64	119
53	88	57	39	66	26	68
75	28	57	19	57	34	85
79	56	62	68	19	81	134
71	49	38	31	69	63	112
42	63	84	111	134	161	194
48	44	28	22	67	66	120
73	42	39	69	25	44	74
59	74	68	57	49	58	83
81	66	67	64	23	80	116
25	69	89	26	81	18	77
41	56	90	43	88	90	148
32	57	75	98	125	150	173
49	89	24	39	33	24	52
44	34	57	58	66	82	142
74	100	122	151	181	207	267
76	39	82	81	53	72	128
50	25	23	70	59	82	117
36	45	76	36	61	19	75
47	85	73	62	48	65	89
62	67	52	61	32	49	71
39	77	26	21	54	22	86
65	55	67	34	18	66	133
55	36	35	83	39	32	69
70	25	38	84	72	56	119
22	74	65	82	77	60	93
26	55	79	106	124	144	200
46	61	47	57	20	58	115
55	76	99	123	151	177	204
62	90	111	134	164	186	207
75	55	41	45	87	76	103
39	57	48	81	48	90	112
85	46	35	32	74	33	94
81	82	88	35	59	67	89
57	63	72	43	47	36	82
31	41	50	79	28	78	140
50	77	96	118	136	164	210
48	58	69	37	58	72	91
38	81	19	83	55	21	90
60	26	90	52	85	46	69
46	28	27	67	21	71	93
90	44	44	70	70	87	130
73	29	51	68	84	72	127
54	62	46	39	40	62	83
34	72	64	20	82	53	85
27	59	76	36	52	50	72
28	81	75	75	77	22	92
44	69	94	114	134	159	184
89	56	44	39	50	88	109
40	70	100	122	146	165	194
74	51	72	26	64	85	120
46	64	49	84	33	67	122
42	88	69	74	41	44	68
90	57	19	89	42	20	62
73	50	42	85	53	39	97
67	89	112	130	160	181	212
46	85	28	37	61	43	67
85	37	74	38	56	61	82
37	25	63	22	24	27	48
43	19	76	19	46	81	120
42	41	46	54	80	51	88
42	63	59	50	67	38	108
88	72	40	46	78	67	103
20	50	45	46	43	85	147
23	58	34	32	69	44	103
26	84	81	81	36	42	104
66	82	29	85	58	34	99
48	51	51	33	73	26	47
67	30	21	29	31	49	75
75	75	46	69	47	66	127
22	42	67	67	71	88	137
64	19	77	57	31	83	143
80	57	86	42	68	73	134
28	35	30	83	21	51	86
43	64	77	51	58	80	126
46	83	26	22	68	49	94
35	54	74	94	117	142	197
78	78	87	39	52	26	88
51	87	49	65	71	86	107
57	79	42	77	33	87	134
56	88	56	18	18	68	126
26	49	71	99	129	151	204
67	60	19	31	62	40	72
83	103	130	156	180	208	244
59	77	22	55	60	78	127
76	36	50	70	64	30	75
76	81	37	42	72	58	127
64	30	39	20	77	71	99
77	18	48	61	59	38	96
19	47	65	95	120	143	211
67	62	25	41	50	50	103
84	28	77	57	88	55	123
86	41	52	37	85	88	135
40	42	87	67	77	55	114
89	20	66	54	82	70	97
81	34	67	35	57	80	108
80	88	84	24	61	19	59
63	21	43	39	32	88	111
42	61	91	110	132	152	203
41	60	23	31	29	21	81
24	71	42	43	41	77	145
28	43	83	22	26	53	84
80	47	89	59	62	19	50
52	78	104	124	150	174	198
59	49	70	72	83	62	132
60	87	108	131	155	177	210
59	79	101	128	150	178	247
82	41	22	66	55	76	110
69	66	70	39	48	34	75
85	83	61	29	39	61	81
36	59	83	110	130	150	210
19	20	19	25	71	59	112
39	18	45	75	60	82	139
84	65	47	29	42	46	78
23	59	65	60	28	46	103
44	55	24	66	65	63	131
63	81	100	123	144	162	183
53	20	48	43	62	86	146
72	33	53	84	46	47	65
46	75	102	120	143	172	208
22	48	78	102	126	152	192
35	59	85	103	125	148	210
62	79	56	67	84	47	65
75	95	120	146	175	200	262
47	89	81	83	35	33	70
32	62	90	108	128	154	174
38	83	75	39	56	41	89
72	37	84	77	55	58	102
70	89	82	83	69	74	125
35	87	78	85	21	46	85
67	76	67	19	22	89	131
59	49	65	88	89	56	80
69	37	83	72	19	64	94
29	77	67	29	82	90	134
90	75	38	64	82	18	55
24	55	76	79	45	87	129
87	24	48	35	39	29	79
27	70	76	43	38	48	81
63	20	52	18	47	48	113
59	58	36	43	60	21	53
36	45	33	68	81	83	106
34	19	49	68	33	67	134
42	58	21	60	46	77	116
22	83	35	75	22	65	120
83	105	129	157	180	204	274
20	76	82	74	22	38	72
27	65	74	72	77	30	64
35	61	81	108	137	156	197
80	104	126	144	163	189	246
52	39	19	78	70	56	74
52	82	107	129	149	174	219
77	37	90	54	67	80	101
56	53	29	62	31	32	101
80	77	36	23	49	47	117
63	85	89	79	79	32	86
24	53	41	88	44	43	63
54	80	106	135	157	183	245
