66	69	78	78	21	99	86
86	38	56	15	59	13	68
24	58	79	19	70	69	36
24	97	75	60	53	23	11
86	13	52	20	43	70	38
60	69	53	66	42	31	71
83	94	78	11	87	99	91
30	61	73	38	71	17	14
75	87	45	30	59	40	77
26	27	44	65	94	61	58
44	22	57	49	92	66	80
40	67	28	13	97	46	32
50	80	96	14	30	84	77
61	12	51	66	65	71	96
96	15	35	81	34	24	81
47	53	87	26	25	64	82
21	17	70	48	62	24	91
85	20	73	99	53	59	69
25	32	89	11	23	26	61
67	13	67	49	67	98	82
40	31	55	70	20	18	80
14	43	38	76	36	39	74
44	94	77	42	39	78	98
29	67	11	49	30	39	40
70	75	11	28	88	73	34
14	29	36	15	36	53	80
76	99	34	20	71	66	47
35	10	97	93	15	14	15
47	49	73	11	29	70	27
49	41	65	66	35	84	87
88	25	35	49	29	52	57
65	74	97	52	75	90	40
97	12	52	42	35	61	13
89	57	81	16	30	68	10
49	28	58	52	42	43	28
73	86	88	28	86	78	43
19	68	87	26	18	27	16
92	72	21	87	77	40	60
89	33	61	46	95	75	38
40	19	93	62	67	25	82
47	16	92	53	54	16	64
49	68	69	63	55	72	84
17	11	43	46	32	33	27
39	24	61	49	15	77	29
64	86	11	24	30	85	39
79	59	33	95	16	10	89
85	60	11	97	11	40	75
81	14	81	48	87	41	16
95	39	22	54	72	96	89
49	56	15	48	12	14	39
31	29	97	82	66	52	14
89	86	68	68	69	78	36
59	99	99	19	93	52	34
41	73	96	90	48	96	96
71	37	61	37	53	46	63
28	35	29	47	36	46	12
24	41	63	33	49	91	62
89	44	82	66	30	39	39
68	56	94	93	85	41	68
57	12	98	51	66	74	39
22	36	86	32	62	96	31
26	44	23	46	90	76	72
51	80	86	32	25	29	77
32	90	47	97	45	96	91
66	73	59	96	44	74	18
24	56	39	72	61	31	97
45	52	42	43	59	96	83
80	17	23	35	62	35	64
23	75	18	99	49	64	47
74	97	54	12	70	84	16
16	88	66	21	27	16	55
13	99	57	76	33	41	37
69	46	28	11	22	67	76
22	10	78	55	88	43	75
79	32	76	53	75	34	90
57	36	70	54	57	50	89
23	65	67	35	42	36	53
59	89	39	77	16	15	23
33	69	74	73	66	49	48
97	53	52	98	44	52	93
64	96	12	80	13	86	10
97	74	21	57	28	33	72
62	11	77	32	21	81	79
65	87	53	83	24	57	15
29	72	44	52	68	56	75
75	16	71	34	55	21	20
79	99	88	87	58	91	70
